number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
1.0,1.0,0.0,0.5,50
0.2391304347826087,0.0,0.0,0.5,65
0.0,0.0,0.009316770186335404,1.0,28
0.0,0.0,0.031055900621118012,0.5,100
0.043478260869565216,0.07142857142857142,0.006211180124223604,0.5,40
0.08695652173913043,0.14285714285714285,0.009316770186335404,0.0,389
0.03260869565217391,0.07142857142857142,0.0,0.5,58
0.09782608695652173,0.0,0.0031055900621118036,0.5,59
0.19565217391304346,0.0,0.0,1.0,80
0.0,0.0,0.006211180124223604,0.5,285
0.13043478260869565,0.0,0.09006211180124223,1.0,38
0.0,0.21428571428571427,0.0,1.0,25
0.6521739130434783,0.0,0.009316770186335404,0.5,50
0.22826086956521738,0.0,0.0031055900621118036,0.5,99
0.03260869565217391,0.0,0.006211180124223604,0.0,650
0.19565217391304346,0.14285714285714285,0.02173913043478261,0.0,339
0.0,0.07142857142857142,1.0,0.0,463
0.021739130434782608,0.2857142857142857,0.006211180124223604,1.0,34
0.9239130434782609,0.0,0.031055900621118012,0.5,65
0.0,0.0,0.006211180124223604,0.5,100
0.06521739130434782,0.0,0.0,0.0,174
0.46739130434782605,0.0,0.0,0.5,65
0.021739130434782608,0.0,0.06521739130434782,0.5,50
0.010869565217391304,0.14285714285714285,0.02173913043478261,1.0,30
0.09782608695652173,0.0,0.0031055900621118036,1.0,79
0.08695652173913043,0.07142857142857142,1.0,0.0,205
0.0,0.0,0.02173913043478261,0.0,6419
0.22826086956521738,0.07142857142857142,0.0,0.5,40
0.32608695652173914,0.0,0.0,0.5,142
0.10869565217391304,0.07142857142857142,1.0,0.0,376
0.43478260869565216,0.0,0.015527950310559004,0.5,85
0.0,0.6428571428571428,0.02173913043478261,1.0,25
0.021739130434782608,0.4285714285714286,0.02484472049689441,0.5,38
0.07608695652173914,0.0,0.0,0.5,90
0.07608695652173914,0.07142857142857142,0.0031055900621118036,0.5,45
0.2608695652173913,0.07142857142857142,0.006211180124223604,0.5,45
0.19565217391304346,0.0,0.0031055900621118036,0.5,85
0.010869565217391304,0.14285714285714285,0.012422360248447204,0.0,175
0.0,0.0,0.0031055900621118036,1.0,39
0.08695652173913043,0.6428571428571428,0.0,0.5,50
0.7065217391304348,0.07142857142857142,0.0031055900621118036,0.5,54
0.06521739130434782,0.07142857142857142,1.0,0.0,472
0.06521739130434782,0.0,0.009316770186335404,0.5,249
0.3695652173913043,0.0,0.0,0.5,80
0.46739130434782605,0.07142857142857142,0.015527950310559004,0.5,43
0.021739130434782608,0.14285714285714285,0.006211180124223604,0.0,150
0.043478260869565216,0.0,0.012422360248447204,0.0,139
0.17391304347826086,0.0,0.006211180124223604,0.0,95
0.043478260869565216,0.9285714285714286,0.07142857142857142,1.0,32
0.010869565217391304,0.0,0.015527950310559004,0.5,85
0.05434782608695652,0.0,0.009316770186335404,1.0,28
0.3695652173913043,0.07142857142857142,0.0,0.5,49
0.06521739130434782,0.14285714285714285,0.0,0.5,67
0.6847826086956521,0.2857142857142857,0.0,1.0,75
0.0,0.0,0.08695652173913043,0.5,199
0.22826086956521738,0.14285714285714285,0.012422360248447204,0.5,69
0.021739130434782608,0.0,0.0,0.5,69
0.043478260869565216,0.0,0.0,0.5,115
0.0,0.0,0.012422360248447204,0.5,249
0.31521739130434784,0.07142857142857142,0.0,0.5,85
0.021739130434782608,0.07142857142857142,1.0,0.0,392
0.021739130434782608,0.14285714285714285,0.02484472049689441,0.5,65
1.0,0.14285714285714285,0.015527950310559004,0.5,47
0.21739130434782608,0.0,0.006211180124223604,0.5,55
0.16304347826086957,0.0,0.015527950310559004,0.5,79
0.10869565217391304,0.0,0.006211180124223604,0.5,51
0.03260869565217391,0.14285714285714285,0.02173913043478261,0.5,799
0.25,0.0,0.0,0.5,65
0.0,0.14285714285714285,0.0031055900621118036,0.0,85
0.6630434782608695,0.07142857142857142,0.006211180124223604,0.5,50
0.8152173913043478,0.0,0.031055900621118012,0.5,55
0.05434782608695652,0.0,0.0,0.0,220
0.34782608695652173,0.14285714285714285,0.012422360248447204,0.0,87
0.2717391304347826,0.07142857142857142,0.0031055900621118036,0.5,115
0.05434782608695652,0.07142857142857142,0.0,0.0,145
0.010869565217391304,0.9285714285714286,0.07142857142857142,1.0,35
0.07608695652173914,0.14285714285714285,0.0,0.5,46
0.34782608695652173,0.5,0.0,0.5,40
0.18478260869565216,0.0,0.07763975155279502,0.5,199
0.043478260869565216,0.0,0.0031055900621118036,0.5,99
0.11956521739130435,0.0,0.037267080745341616,1.0,35
0.010869565217391304,0.21428571428571427,0.006211180124223604,1.0,30
0.18478260869565216,0.21428571428571427,0.0,1.0,25
0.358695652173913,0.14285714285714285,0.07142857142857142,0.0,199
0.32608695652173914,0.14285714285714285,0.0031055900621118036,0.5,200
0.07608695652173914,0.4285714285714286,0.02484472049689441,0.5,35
0.0,0.07142857142857142,0.0031055900621118036,0.5,420
0.0,0.0,0.04037267080745341,0.5,165
0.03260869565217391,0.07142857142857142,1.0,0.0,235
0.25,0.2857142857142857,0.0031055900621118036,0.5,45
0.31521739130434784,0.0,0.006211180124223604,1.0,28
0.08695652173913043,0.0,0.006211180124223604,0.5,79
0.08695652173913043,0.07142857142857142,0.009316770186335404,1.0,40
0.06521739130434782,0.07142857142857142,0.015527950310559004,0.5,40
0.14130434782608695,0.0,0.09006211180124223,1.0,39
0.0,0.0,0.031055900621118012,0.5,100
0.44565217391304346,0.07142857142857142,0.015527950310559004,0.5,60
0.44565217391304346,0.0,0.006211180124223604,0.5,99
0.8478260869565217,0.0,0.012422360248447204,0.5,55
0.010869565217391304,0.0,0.009316770186335404,0.0,309
0.06521739130434782,0.14285714285714285,0.0,0.5,60
0.0,0.0,0.015527950310559004,0.0,499
0.08695652173913043,0.0,0.006211180124223604,0.5,150
0.010869565217391304,0.0,0.012422360248447204,0.5,100
0.18478260869565216,0.0,0.006211180124223604,0.5,49
0.30434782608695654,0.2857142857142857,0.0,0.5,55
0.0,0.0,0.0031055900621118036,0.5,99
0.03260869565217391,0.0,0.0,0.5,999
0.0,0.0,0.02484472049689441,0.5,100
0.021739130434782608,0.7857142857142857,0.006211180124223604,0.5,63
0.010869565217391304,0.14285714285714285,0.009316770186335404,0.5,39
0.30434782608695654,0.0,0.037267080745341616,0.5,129
0.0,0.07142857142857142,0.018633540372670804,0.0,505
0.6521739130434783,0.0,0.006211180124223604,1.0,80
0.5652173913043478,0.0,0.018633540372670804,0.5,45
0.15217391304347827,0.0,0.006211180124223604,0.5,85
0.010869565217391304,0.0,0.0031055900621118036,0.0,820
0.22826086956521738,0.0,0.0,0.5,390
0.010869565217391304,0.0,0.0031055900621118036,0.5,89
0.021739130434782608,0.4285714285714286,0.012422360248447204,0.5,80
0.19565217391304346,0.0,0.0031055900621118036,0.5,95
0.09782608695652173,0.14285714285714285,0.0031055900621118036,0.0,278
0.021739130434782608,0.0,0.009316770186335404,0.5,109
0.18478260869565216,0.0,0.006211180124223604,0.5,59
0.0,0.0,0.006211180124223604,0.5,100
0.25,0.14285714285714285,0.02484472049689441,0.5,52
0.010869565217391304,0.07142857142857142,1.0,0.0,222
0.0,0.0,0.02484472049689441,0.5,100
0.05434782608695652,0.2857142857142857,0.009316770186335404,0.5,60
0.0,0.0,0.006211180124223604,0.5,55
0.11956521739130435,0.14285714285714285,0.0,0.0,245
0.2608695652173913,0.07142857142857142,0.0,0.5,89
0.06521739130434782,0.0,0.0,0.5,196
0.4891304347826087,0.0,0.0,0.5,99
0.03260869565217391,0.0,0.0031055900621118036,0.5,50
0.5108695652173912,0.0,0.0031055900621118036,0.5,65
0.34782608695652173,0.07142857142857142,0.0031055900621118036,0.5,123
0.0,0.0,0.006211180124223604,0.5,100
0.6847826086956521,0.0,0.0031055900621118036,0.0,119
0.06521739130434782,0.5,0.0,0.5,65
0.06521739130434782,0.0,0.006211180124223604,0.5,49
0.7391304347826086,0.14285714285714285,0.0031055900621118036,0.5,110
0.2608695652173913,0.0,0.0,0.5,55
0.010869565217391304,0.0,0.0,0.5,119
0.15217391304347827,0.0,0.037267080745341616,1.0,24
0.0,0.0,0.0031055900621118036,0.0,4160
0.10869565217391304,0.0,0.012422360248447204,1.0,30
0.7391304347826086,0.0,0.0031055900621118036,0.5,80
0.07608695652173914,0.07142857142857142,1.0,0.0,231
0.09782608695652173,0.07142857142857142,0.09006211180124223,0.5,49
0.03260869565217391,0.21428571428571427,0.0,0.5,130
